---- Created by LOD Exporter ----
SimCycleBandAuxComDigit	-2.00842	-0.079444	-1.90791	20	126	1
SimCycleCenterAuxComDigit	-2.00842	0.074957	-1.90791	20	126	1
SimCycleLeftAuxComDigit	-2.00842	0.152157	-1.90791	20	126	1
SimCycleRadioChannel	0.01349	1.157414	-2.358223	60	121	1
SimCycleRadioChannel	-0.05344	1.157414	-2.355112	60	121	1
SimCycleRightAuxComDigit	-2.00842	-0.002243	-1.90791	20	126	1
SimDecAirSource	-1.26671	-1.285744	-2.275945	20	124	2
SimDecBandAuxComDigit	-2.00842	-0.079444	-1.90791	20	126	2
SimDecCenterAuxComDigit	-2.00842	0.074957	-1.90791	20	126	2
SimDecFuelPump	-2.20415	0.469399	-1.827246	20	115	2
SimDecFuelSwitch	-2.22376	0.547978	-1.756868	20	115	2
SimDecLeftAuxComDigit	-2.00842	0.152157	-1.90791	20	126	2
SimDecRadioChannel	0.01349	1.157414	-2.358223	20	121	2
SimDecRadioChannel	-0.05344	1.157414	-2.355112	20	121	2
SimDecRightAuxComDigit	-2.00842	-0.002243	-1.90791	20	126	2
SimDLOff	-1.90441	-0.059358	-0.937036	20	120	2
SimDLOn	-1.90441	-0.059358	-0.937036	20	120	1
SimDriftCO	-1.92097	-0.024595	-0.767179	20	120	1
SimEcmPowerOff	-1.92284	0.177124	-2.668104	20	126	2
SimEcmPowerOn	-1.92284	0.177124	-2.668104	20	126	1
SimEmergencyJettison	-2.03224	0.961632	-1.24613	30	0	1
SimEngContPri	-0.45149	1.151663	-2.337511	20	129	2
SimEngContSec	-0.45149	1.151663	-2.337511	20	129	1
SimEpuOff	-0.54941	1.520543	-2.267847	10	129	2
SimEpuOn	-0.54941	1.520543	-2.267847	30	129	1
SimEWSChaffOff	-2.05329	-0.268838	-2.275732	20	120	2
SimEWSChaffOn	-2.05329	-0.268838	-2.275732	20	120	1
SimEWSFlareOff	-2.05117	0.044785	-2.281881	20	120	2
SimEWSFlareOn	-2.05117	0.044785	-2.281881	20	120	1
SimEWSJammerOff	-2.00467	0.149552	-2.430547	20	126	2
SimEWSJammerOn	-2.00467	0.149552	-2.430547	20	126	1
SimEWSPGMDec	-2.15698	0.281125	-1.584393	20	126	2
SimEWSPGMInc	-2.15698	0.281125	-1.584393	20	126	1
SimEWSProgDec	-2.18838	0.281125	-1.515995	20	126	2
SimEWSProgInc	-2.18838	0.281125	-1.515995	20	126	1
SimEWSRWROff	-2.01269	0.014834	-2.413348	20	120	2
SimEWSRWROn	-2.01269	0.014834	-2.413348	20	120	1
SimExtlMasterNorm	-0.87437	1.288066	-2.293776	20	129	1
SimExtlMasterOff	-0.87437	1.288066	-2.293776	20	129	2
SimFCCOff	-1.38529	1.348269	-2.259398	20	115	2
SimFCCOn	-1.38529	1.348269	-2.259398	20	115	1
SimFCROff	-0.74689	-1.075296	-2.337258	20	124	2
SimFCROn	-0.74689	-1.075296	-2.337258	20	124	1
SimFlcsPowerTest	-0.45697	1.025637	-2.359162	20	0	1
SimFuelDoorClose	-0.65965	1.297161	-2.311824	20	129	2
SimFuelDoorOpen	-0.65965	1.297161	-2.311824	20	129	1
SimFuelDump	-0.65028	1.011169	-2.352986	20	129	1
SimFuelTransNorm	-0.70833	1.207039	-2.325469	20	129	1
SimFuelTransWing	-0.70833	1.207039	-2.325469	20	129	2
SimGPSOff	-1.47033	1.249308	-2.269578	20	115	2
SimGPSOn	-1.47033	1.249308	-2.269578	20	115	1
SimHmsSymWheelDn	-2.04001	-0.959147	-1.046329	20	129	2	w
SimHmsSymWheelUp	-2.04001	-0.959147	-1.046329	20	129	1	w
SimHookDown	-2.01343	-1.18179	-1.885013	40	129	1
SimHookUp	-2.01343	-1.18179	-1.885013	40	129	2
SimHsiCourseDec	-2.16895	0.426687	-1.953587	15	126	2	w
SimHsiCourseInc	-2.16895	0.426687	-1.953587	15	115	1
SimHsiHeadingDec	-2.16895	0.523783	-1.953587	20	126	2	w
SimHsiHeadingInc	-2.16895	0.523783	-1.953587	10	115	1
SimHUDAltDown	-1.96694	-0.134442	-1.096946	20	115	2
SimHUDAltUp	-1.96694	-0.134442	-1.096946	20	129	1
SimHUDBrightnessDown	-1.96699	0.053197	-1.096342	20	115	2
SimHUDBrightnessUp	-1.96699	0.053197	-1.096342	20	115	1
SimHUDDEDDown	-1.8486	-0.040702	-0.408124	20	125	2
SimHUDDEDUp	-1.8486	-0.040702	-0.408124	20	115	1
SimHUDScalesDown	-1.96756	-0.12735	-1.089178	20	129	2
SimHUDScalesUp	-1.96756	-0.12735	-1.089178	20	115	1
SimHUDVelocityDown	-1.96317	-0.043601	-1.091949	20	120	2
SimHUDVelocityUp	-1.96317	-0.043601	-1.091949	20	120	1
SimICPAA	-2.06071	0.962626	-0.975145	20	129	1
SimICPAG	-2.05223	0.962626	-1.006174	20	129	1
SimICPALOW	-1.93231	0.108061	-0.650904	20	120	1
SimICPCLEAR	-1.91482	0.168519	-0.830327	20	120	1
SimICPCom1	-1.90643	0.249438	-0.840005	20	120	1
SimICPCom2	-1.90399	-0.249437	-0.839767	20	120	1
SimICPCrus	-1.92644	0.108061	-0.711076	20	120	1
SimICPDEDDOWN	-1.93414	0.237803	-0.678192	20	122	1
SimICPDEDSEQ	-1.93632	0.216807	-0.655871	20	122	1
SimICPDEDUP	-1.93832	0.237803	-0.635318	20	122	1
SimICPEIGHT	-1.92068	0.108061	-0.770154	20	120	1
SimICPEnter	-1.91482	0.047604	-0.830327	20	120	1
SimICPFAck	-1.92687	0.107217	-0.560575	20	120	1
SimICPIFF	-1.90441	0.118717	-0.937036	20	120	1
SimICPLIST	-1.9097	-0.024595	-0.699814	20	120	1
SimICPMark	-1.92068	0.168519	-0.770154	20	120	1
SimICPNext	-1.9225	-0.024595	-0.568529	20	120	1
SimICPNINE	-1.92068	0.047604	-0.770154	20	120	1
SimICPPrevious	-1.9161	-0.024595	-0.634171	20	120	1
SimICPResetDED	-1.93632	0.2578	-0.655871	15	122	1
SimICPSIX	-1.92644	0.047604	-0.711076	20	120	1
SimICPStpt	-1.92644	0.168519	-0.711076	20	120	1
SimICPTHREE	-1.93231	0.047604	-0.650904	20	120	1
SimICPTILS	-1.93231	0.168519	-0.650903	20	120	1
SimICPZERO	-1.91482	0.108061	-0.830327	20	120	1
SimIFFCodeSwitchDec	0.1094	1.024826	-2.395647	20	129	2
SimIFFCodeSwitchInc	0.1094	1.024826	-2.395647	20	129	1
SimIFFMasterEmerg	-0.14682	1.067356	-2.367508	20	129	1
SimIFFMasterNorm	-0.14755	0.978188	-2.383214	20	129	1
SimIFFMasterOff	-0.14682	1.067356	-2.367508	20	129	2
SimIFFMasterOff	-0.14755	0.978188	-2.383214	20	129	2
SimIFFMode4MonitorAud	-0.01994	1.024827	-2.389634	20	129	1
SimIFFMode4MonitorOff	-0.01994	1.024827	-2.389634	20	129	2
SimILSOff	-1.90441	0	-0.937036	20	120	2
SimILSOn	-1.90441	0	-0.937036	20	120	1
SimIncAirSource	-1.26671	-1.285744	-2.275945	20	124	1
SimIncFuelPump	-2.20415	0.469399	-1.827246	20	115	1
SimIncFuelSwitch	-2.22376	0.547978	-1.756868	20	115	1
SimINSDec	-0.74588	-1.301083	-2.29745	20	124	2
SimINSInc	-0.74588	-1.301083	-2.29745	20	124	1
SimInstrumentLightCCW	-1.11739	-1.069974	-2.320974	20	124	2
SimInstrumentLightCW	-1.11739	-1.069974	-2.320974	20	129	1
SimInteriorLightCCW	-1.115	-1.291424	-2.281995	20	124	2
SimInteriorLightCW	-1.115	-1.291424	-2.281995	20	129	1
SimJfsStartCycle	-0.37953	1.481295	-2.286586	20	115	1
SimLandingLightOff	-1.7583	1.283902	-2.110375	20	129	2
SimLandingLightOn	-1.7583	1.283902	-2.110375	20	129	1
SimLaserArmOff	-0.86448	-1.168885	-2.315272	20	115	2
SimLaserArmOn	-0.86448	-1.168885	-2.315272	20	115	1
SimLaunchBarEXTEND	-1.83643	1.281785	-2.006411	30	129	2
SimLaunchBarRETRACT	-1.83643	1.281785	-2.006411	30	129	1
SimLeftAPSwitch	-2.06275	-0.2824	-1.789589	20	129	1
SimLeftHptOff	-1.56604	-1.033993	-2.306468	20	129	2
SimLeftHptOn	-1.56604	-1.033993	-2.306468	20	129	1
SimMainPowerDec	-1.56844	-1.172448	-2.281917	20	129	2
SimMainPowerInc	-1.56844	-1.172448	-2.281917	20	129	1
SimMalIndLights	-1.65797	1.062723	-2.296127	20	115	1	8
SimMasterArmDown	-2.03004	0.946008	-1.073863	20	129	2
SimMasterArmUp	-2.03004	0.946008	-1.073863	20	129	1
SimMasterFuelOff	-1.59145	1.249308	-2.263947	20	115	2
SimMasterFuelOn	-1.59145	1.249308	-2.263947	20	115	1
SimMFDOff	-2.14437	0.594369	-0.660056	20	120	2
SimMFDOff	-2.14435	-0.594354	-0.660053	20	120	2
SimMFDOn	-2.14437	0.594369	-0.660056	20	120	1
SimMFDOn	-2.14435	-0.594354	-0.660053	20	120	1
SimMPOToggle	-1.99448	-0.996483	-1.208743	20	129	1
SimOxySupplyToggle	0.29526	1.357344	-2.333838	20	129	1
SimParkingBrakeOff	-1.8109	1.092538	-2.219647	20	120	2
SimParkingBrakeOn	-1.8109	1.092538	-2.219647	20	129	1
SimPitchLadderDown	-1.96684	-0.213228	-1.098192	20	115	2
SimPitchLadderUp	-1.96684	-0.213228	-1.098192	20	129	1
SimProbeHeatMoveDown	-1.2665	-1.048154	-2.327565	30	115	2
SimProbeHeatMoveUp	-1.2665	-1.048154	-2.327565	30	115	1
SimRALTDown	-1.33949	1.258708	-2.277337	20	115	2
SimRALTUp	-1.33949	1.258708	-2.277337	20	115	1
SimRetDn	-1.9586	0.083564	-1.201895	20	120	2
SimReticleSwitchDown	-1.96704	0.222788	-1.09574	20	129	2
SimReticleSwitchUp	-1.96704	0.222788	-1.09574	20	115	1
SimRetUp	-1.9586	0.083564	-1.201895	20	120	1
SimRFNorm	-1.92055	-0.257314	-0.661024	20	129	2
SimRFSilent	-1.92055	-0.257314	-0.661024	20	129	1
SimRightAPSwitch	-2.09416	-0.2824	-1.72119	20	129	1
SimRightHptOff	-1.56381	-1.306319	-2.258502	20	129	2
SimRightHptOn	-1.56381	-1.306319	-2.258502	20	129	1
SimRWRHandoff	-2.08234	-0.025557	-2.197027	20	120	1
SimRwrPower	-2.08323	-0.212233	-2.197335	20	120	1
SimRWRSetPriority	-2.08234	-0.150007	-2.197027	20	120	1
SimRWRSetTargetSep	-2.08234	-0.087782	-2.197027	20	120	1
SimSeatArm	-1.63326	-0.827244	-2.336507	40	129	1
SimSlapSwitch	-1.17467	1.078126	-1.535592	20	129	1
SimSMSOff	-1.51441	1.347699	-2.250161	20	115	2
SimSMSOn	-1.51441	1.347699	-2.250161	20	115	1	w
SimStepComm1VolumeDown	-1.92362	0.253052	-0.739982	20	0	2	w
SimStepComm1VolumeUp	-1.92362	0.253052	-0.739982	20	0	1	w
SimStepComm2VolumeDown	-1.92362	-0.251764	-0.739982	20	0	2	w
SimStepComm2VolumeUp	-1.92362	-0.251764	-0.739982	20	0	1	w
SimStepFormationLightsDown	-1.19625	1.267502	-2.282443	20	115	2	w
SimStepFormationLightsUp	-1.19625	1.267502	-2.282443	20	115	1
SimStepHSIMode	-2.06275	0.281125	-1.789589	20	126	1
SimStepIntercomVolumeDown	-0.31208	1.354657	-2.308161	20	129	2	w
SimStepIntercomVolumeUp	-0.31208	1.354657	-2.308161	20	129	1	w
SimStepMissileVolumeDown	-0.24209	1.094988	-2.356759	20	129	2	w
SimStepMissileVolumeUp	-0.24209	1.094988	-2.356759	20	129	1	w
SimStepThreatVolumeDown	-0.23949	1.219503	-2.334901	20	129	2	w
SimStepThreatVolumeDown	-2.08136	-0.267771	-2.202752	20	129	2	w
SimStepThreatVolumeUp	-0.23949	1.219503	-2.334901	20	129	1	w
SimStepThreatVolumeUp	-2.08136	-0.267771	-2.202752	20	129	1	w
SimSymWheelDn	-1.96579	0.132574	-1.101269	20	0	2	w
SimSymWheelUp	-1.96579	0.132574	-1.101269	20	0	1
SimTACANTR	-2.00842	-0.156644	-1.90791	20	129	2
SimTEFCMDDec	-1.87047	1.19087	-2.031212	30	129	1
SimTEFCMDInc	-1.87047	1.19087	-2.031212	30	129	2
SimToggleAuxComAATR	-2.00842	-0.156644	-1.90791	20	126	1	w
SimTrimYawLeft	-0.45029	1.298697	-2.311613	20	0	2	w
SimTrimYawRight	-0.45029	1.298697	-2.311613	20	0	1
SimUFCOff	-1.90441	-0.178075	-0.937036	20	120	2
SimUFCOn	-1.90441	-0.178075	-0.937036	20	120	1
SimWarnReset	-1.91457	-0.024595	-0.832822	20	120	1
SimWingLightBrt	-1.07906	1.353916	-2.272636	20	128	1
SimWingLightOff	-1.07906	1.353916	-2.272636	20	128	2
